1,14,3895
1,15,3684
1,17,4055
1,18,4120
1,19,3998
1,20,5051
1,21,4204
1,22,4109
1,23,4079
1,24,8036
1,25,1305
1,26,9035
1,27,4623
1,28,5101
1,29,5087
1,30,8737
1,31,8641
1,32,4136
1,33,5555
1,34,1289
1,35,2104
1,36,5773
1,37,1634
2,3,276
2,9,169
2,8,464
2,4,1959
2,5,986
2,6,1387
2,7,2019
2,10,657
2,11,707
2,12,2480
2,13,2745
2,16,4554
2,14,2963
2,15,2764
2,17,3459
2,18,3562
2,19,3574
2,20,6381
2,21,3915
2,22,4031
2,23,3686
2,24,9378
2,25,2967
2,26,10379
2,27,5953
2,28,6381
2,29,6417
2,30,10116
2,31,9366
2,32,4091
2,33,6589
2,34,2945
2,35,2159
2,36,5727
2,37,2784
23,24,10781
23,25,5360
23,26,9723
23,27,8354
23,28,8781
23,29,8817
23,30,10087
23,31,10746
23,32,4070
23,33,5857
23,34,5345
23,35,2453
23,36,5010
23,37,5184
5,6,405
5,7,794
5,10,454
5,11,348
5,12,1255
5,13,1720
5,16,3937
5,14,3590
5,15,3416
5,17,3749
5,18,3360
5,19,3594
5,20,5531
5,21,3660
5,22,3421
5,23,10743
5,24,8378
5,25,1898
5,26,9414
5,27,4979
5,28,5408
5,29,5444
5,30,9118
5,31,8354
5,32,1944
5,33,4442
5,34,1855
5,35,1513
5,36,3580
5,37,3310
3,9,116
3,8,258
3,4,2203
3,5,1231
3,6,1631
3,7,2263
3,10,1054
3,11,952
3,12,2725
3,13,3189
3,16,4789
3,14,3134
3,15,2935
3,17,3666
3,18,3866
3,19,3812
3,20,6788
3,21,3899
3,22,4266
3,23,3907
3,24,9667
3,25,3289
3,26,10861
3,27,6198
3,28,6625
3,29,6661
3,30,10306
3,31,9611
3,32,4328
3,33,6837
3,34,3189
3,35,2396
3,36,5965
3,37,3028
9,8,260
9,4,2170
9,5,1198
9,6,1598
9,7,2230
9,10,819
9,11,919
9,12,2692
9,13,3212
9,16,4756
9,14,3081
9,15,2882
9,17,3615
9,18,3830
9,19,3751
9,20,6713
9,21,4040
9,22,4233
9,23,2995
9,24,9595
9,25,3196
9,26,10627
9,27,6165
9,28,6657
9,29,6627
9,30,10273
9,31,9595
9,32,4295
9,33,6793
9,34,3156
9,35,2363
9,36,5932
9,37,2995
6,7,794
6,10,813
6,11,713
6,12,1287
6,13,1710
6,16,4326
6,14,3262
6,15,3416
6,17,3749
6,18,3637
6,19,3592
6,20,5320
6,21,4416
6,22,3821
6,23,3773
6,24,8141
6,25,1823
6,26,9191
6,27,4728
6,28,5356
6,29,5392
6,30,8891
6,31,8202
6,32,3830
6,33,6022
6,34,1789
6,35,1132
6,36,5467
6,37,1757
16,14,4479
16,15,4454
16,17,3310
16,18,3475
16,19,3385
16,20,3339
16,21,4259
16,22,537
16,23,2549
16,24,10091
16,25,5899
16,26,11075
16,27,7746
16,28,7755
16,29,7719
16,30,10767
16,31,10055
16,32,3286
16,33,4034
16,34,5935
16,35,2498
16,36,3202
16,37,5738
14,15,426
14,17,1401
14,18,1424
14,19,1356
14,20,8746
14,21,1165
14,22,3956
14,23,2213
14,24,11243
14,25,5218
14,26,10220
14,27,8192
14,28,8620
14,29,8656
14,30,10594
14,31,11366
14,32,5236
14,33,7647
14,34,5183
14,35,3343
14,36,6790
14,37,5022
15,17,1496
15,18,1552
15,19,1574
15,20,8385
15,21,1410
15,22,3931
15,23,2278
15,24,11413
15,25,4995
15,26,10292
15,27,8004
15,28,8431
15,29,8467
15,30,10768
15,31,11469
15,32,5159
15,33,7597
15,34,5021
15,35,3264
15,36,6740
15,37,4834
11,12,1841
11,13,2291
11,16,3960
11,14,2969
11,15,2792
11,17,3187
11,18,3213
11,19,3230
11,20,5976
11,21,3816
11,22,3440
11,23,3268
11,24,8753
11,25,2306
11,26,9777
11,27,5314
11,28,5898
11,29,5924
11,30,9426
11,31,8727
11,32,3474
11,33,5972
11,34,2332
11,35,1542
11,36,5111
11,37,2145
13,16,5834
13,14,5098
13,15,4924
13,17,5257
13,18,5122
13,19,5126
13,20,4245
13,21,5924
13,22,4891
13,23,5281
13,24,6717
13,25,134
13,26,7699
13,27,3279
13,28,4219
13,29,4232
13,30,7441
13,31,6692
13,32,5338
13,33,4711
13,34,118
13,35,3406
13,36,5624
13,37,739
12,13,379
12,16,5834
12,14,5098
12,15,4924
12,17,5257
12,18,5132
12,19,5132
12,20,3722
12,21,5924
12,22,5295
12,23,5281
12,24,6704
12,25,136
12,26,7699
12,27,3279
12,28,3706
12,29,3732
12,30,7788
12,31,6692
12,32,5338
12,33,4711
12,34,113
12,35,3406
12,36,5624
12,37,739
10,11,214
10,12,1998
10,13,2485
10,16,4099
10,14,2739
10,15,2733
10,17,3216
10,18,3103
10,19,3124
10,20,6413
10,21,3710
10,22,3569
10,23,3342
10,24,5471
10,25,2462
10,26,9889
10,27,5471
10,28,6366
10,29,6326
10,30,9125
10,31,5486
10,32,3614
10,33,6112
10,34,2507
10,35,1682
10,36,5251
10,37,2301
7,10,1534
7,11,222
7,12,487
7,13,866
7,16,4971
7,14,4235
7,15,4061
7,17,4395
7,18,4234
7,19,4243
7,20,4847
7,21,4880
7,22,4453
7,23,4418
7,24,7354
7,25,1003
7,26,8406
7,27,3985
7,28,4413
7,29,4873
7,30,8119
7,31,7398
7,32,4475
7,33,5417
7,34,1020
7,35,2543
7,36,6112
7,37,807
20,21,9819
20,22,8026
20,23,9321
20,24,2966
20,25,4184
20,26,4025
20,27,1456
20,28,584
20,29,43
20,30,3749
20,31,3003
20,32,7182
20,33,4008
20,34,4288
20,35,7446
20,36,4865
20,37,4838
22,23,2026
22,24,10142
22,25,5407
22,26,11170
22,27,7869
22,28,7638
22,29,8012
22,30,9529
22,31,10185
22,32,2975
22,33,4157
22,34,5424
22,35,1991
22,36,3318
22,37,5218
21,22,3273
21,23,1317
21,24,9911
21,25,5855
21,26,8851
21,27,8834
21,28,9261
21,29,9720
21,30,9629
21,31,9875
21,32,5174
21,33,7115
21,34,5874
21,35,3421
21,36,6269
21,37,5664
17,18,283
17,19,372
17,20,9201
17,21,651
17,22,2787
17,23,839
17,24,10239
17,25,5339
17,26,9407
17,27,8315
17,28,8743
17,29,9178
17,30,9607
17,31,10269
17,32,4564
17,33,6602
17,34,5352
17,35,2810
17,36,5755
17,37,5146
18,19,171
18,20,9118
18,21,921
18,22,2438
18,23,503
18,24,10494
18,25,5201
18,26,9434
18,27,8180
18,28,8608
18,29,9063
18,30,9697
18,31,10457
18,32,4240
18,33,6223
18,34,5220
18,35,2513
18,36,5376
18,37,5011
19,20,9061
19,21,891
19,22,2515
19,23,674
19,24,10491
19,25,5162
19,26,9431
19,27,8145
19,28,8573
19,29,9041
19,30,9675
19,31,10455
19,32,4302
19,33,6340
19,34,5185
19,35,2553
19,36,5492
19,37,4976
